39	-3.08883376 2.77631535 0.86066130 -1.68140201 -1.00699254 0.63589609 2.76156648 -1.71133296 0.83125212 1.19145452 0.97016465 -0.78624026 -0.04091671 -0.50023122 2.73270438 0.18002214 0.33297835 -1.46624696 2.42862924 1.11938621 -1.88407871 1.21916872 1.20027727 -0.49259115 -0.51639362 0.62424310 0.85775517 -0.32415560 -0.67493125 -2.71950187
40	-2.70529692 2.77692567 0.58970154 -1.94900343 -1.11389333 0.91343023 2.87427638 -1.84940749 0.42660391 1.17261050 1.07402334 -0.76688079 -0.55090672 -0.36147047 2.89871130 0.15696598 0.24791624 -1.39869122 2.28951749 1.16281377 -1.64845740 1.52247858 1.30961302 -0.88399891 -0.02486815 0.57193902 1.23423697 -0.36025300 -1.05715891 -2.53666213
41	2.50357522 0.60000740 -1.79472539 0.42112052 2.06024919 -2.60914786 -1.45460978 1.39883036 -3.23804900 1.45115973 1.23235858 2.66962010 -1.77128975 -0.66476452 0.15554928 -1.26000953 -0.07357039 0.35980079 -2.90386265 -2.44251797 1.28453932 -0.22908172 1.65694495 -0.30569738 -1.87782372 -3.16672698 -1.87224546 -1.17194010 0.72490788 -0.64410536
42	2.42059390 0.70050459 -1.63343974 0.28092410 2.21790138 -2.41232454 -0.98357903 1.79813116 -2.98809624 1.56396450 0.99357183 3.05119001 -1.93292641 -0.73071066 0.16857786 -1.69762133 -0.12908734 0.53852324 -2.58940893 -2.01080066 0.93857033 -0.30144728 1.42850201 -0.72161279 -1.68500700 -2.97693024 -1.42139637 -1.33137898 0.50514223 -0.45631983
43	2.26488651 0.89589223 -1.74971669 0.74037142 2.44279308 -2.21326549 -0.97352931 1.60376809 -3.20003526 1.87560696 0.97854469 2.89019529 -1.97687574 -0.62170379 -0.43237190 -1.53874850 -0.36919908 0.73438839 -3.01729672 -2.58134196 1.25932964 0.11983451 1.40821600 -0.82303336 -1.76746655 -3.03977419 -1.61597132 -1.31600398 0.80782913 -0.30452101
44	2.10973884 0.82445638 -1.19719721 0.53562027 2.38635908 -2.35719972 -0.86615734 1.37663750 -2.94000116 1.79216394 1.24469779 2.79594677 -2.00423261 -0.78713202 0.15555560 -1.39873549 -0.31278088 0.52608284 -2.50915664 -2.08835868 1.49378091 -0.38332814 1.47842489 -0.86311523 -2.06856915 -3.11266785 -1.50368516 -0.93264423 0.54541384 -0.21997120
45	2.61522260 1.04662852 -1.48005346 0.12187734 2.24807900 -2.25046652 -1.20424909 1.64721462 -3.02246704 1.52823076 1.17333467 2.67146054 -1.73421204 -0.26966955 -0.03358971 -1.53309751 0.08639026 0.73363893 -2.87921270 -2.21455886 1.25518074 0.03691327 1.39539929 -0.39113580 -1.93095947 -2.80355837 -1.62093609 -1.05308273 0.63367617 -0.27647794
46	2.57184880 0.71465578 -1.20121647 0.23919152 2.07303744 -2.23910129 -1.32782458 1.45952712 -3.10700737 1.48418340 0.85672743 2.88191329 -1.87372857 -0.31339753 0.10691028 -1.57027641 -0.53041832 0.77307253 -3.10309563 -2.51879527 0.98380672 -0.18392123 1.68987059 -0.52595318 -1.74200389 -2.59346929 -1.85966592 -0.84910001 0.64792856 -0.79934157
47	2.11936481 0.98536256 -1.33424400 0.13600956 2.09347841 -2.12683095 -0.93343796 1.47025040 -3.41032356 1.67492882 1.27323102 2.93443239 -1.47768492 -0.20175648 -0.36990743 -1.46001727 0.04353191 0.48477084 -2.57870778 -2.10002432 1.06488752 -0.14633756 1.36052885 -0.85284731 -1.63216850 -2.59148970 -1.45145382 -0.75646109 0.54594194 -0.30434393
48	2.20933477 0.95465368 -1.61727101 0.16736038 2.34784254 -2.18282224 -1.28352107 1.77335788 -2.93806901 1.45347452 1.09681703 3.16527866 -1.95828155 -0.66074211 -0.20688253 -1.72652771 -0.22664044 0.88585517 -3.07048939 -2.47077292 1.49015378 -0.43459498 1.51169205 -0.69737077 -1.63872074 -2.68198460 -1.33890204 -0.98962214 0.54276069 -0.32272941
49	2.60175130 0.61475626 -1.53417268 0.20455509 2.32155452 -2.12570518 -1.30113812 1.68303690 -3.14031880 1.72963623 1.03498502 2.84985411 -1.46722726 -0.73437574 0.14608142 -1.54430778 -0.39934507 0.63937143 -2.82659872 -2.20447752 1.15036072 -0.17554436 1.45720917 -0.69851551 -1.82035249 -3.05048166 -1.38510608 -1.14069047 1.10894437 -0.50216653
50	2.14055840 0.92148455 -1.22566087 0.12972612 2.27870250 -2.41438951 -1.39742631 1.53401457 -3.37908342 1.61231889 1.15907279 2.83937116 -1.56552350 -0.70615558 0.17899124 -1.61439967 -0.14656208 0.67902323 -2.50648136 -2.56277622 0.96866889 -0.13784368 1.89567162 -0.73638695 -2.10858777 -3.16175272 -1.58509800 -0.96417530 1.11184101 -0.38869452
51	2.20418342 1.14832421 2.85569168 -2.26266026 -1.58410188 2.44642654 2.38982810 0.23931485 -2.63844320 1.08704243 0.42139247 1.94182506 -1.87956930 3.34832078 -2.83202836 -1.10521920 1.42123510 1.56486575 2.95088256 1.78320521 1.96614614 -0.19423026 2.11199354 -1.87245101 2.17433785 2.60784184 2.19675207 -1.07740065 -1.52473012 0.41024544
52	2.73389023 1.19698218 2.94655024 -2.34920548 -1.74577965 2.47906441 2.19593620 0.19923614 -2.71758869 0.81563047 0.58074913 1.92279763 -1.75822954 3.30687281 -3.14876209 -0.89604086 1.53862833 1.62816822 2.83619307 1.87826011 1.72157242 -0.14847210 2.04122493 -2.04323614 1.91210597 2.56643814 2.78571996 -1.11200545 -1.65491793 0.48808491
53	2.28580813 1.19154938 3.20942090 -2.44962360 -1.87490178 2.47042823 2.55942421 0.08049578 -2.71369592 0.69250086 0.47073981 2.01088920 -1.40974654 2.94974730 -3.12130087 -0.76880662 0.99283186 1.01205534 2.54079839 1.73706125 1.75894422 0.39311539 1.93715437 -2.03562454 1.88384470 2.55475985 2.68009356 -0.91742735 -1.63810094 0.32847211
54	2.38424351 1.01982506 2.97625668 -2.49518886 -1.91675452 2.85647276 2.27612208 0.20096907 -2.46081491 1.05112845 0.14109767 1.94034195 -1.53343587 3.08951365 -2.66013327 -0.87959702 1.15030063 1.43603140 2.61601949 1.92965029 1.90313143 0.15742451 2.16356080 -2.01769759 2.00876731 1.99168469 2.29141802 -0.84274383 -1.69095525 0.23437853
55	2.20572345 1.08780138 2.84746027 -2.68989346 -1.70957790 2.78040733 2.69500370 0.27303738 -2.49656129 1.26684005 0.18937300 2.37410841 -1.50211984 2.97351182 -2.90819181 -1.10885582 1.12030011 1.46597500 2.75301885 2.01952538 1.83964870 -0.09258200 1.67110247 -1.84560327 2.34290938 2.28127659 2.67508135 -0.67983594 -1.95580865 0.07859209
56	2.36470696 1.05534692 3.04818901 -2.37775452 -1.64613312 2.93814491 2.16296946 0.55228863 -2.51653424 1.08372520 0.07753905 2.31037587 -1.43702435 3.10356681 -2.99373142 -0.66649429 0.98349049 1.26826308 2.91346017 1.91880051 1.73169171 0.08802516 1.85772112 -1.93207892 2.07998813 2.23220120 2.40121546 -0.69799057 -1.70833196 0.48075791
57	2.37687857 0.97482585 2.70800699 -2.47044720 -1.51715330 2.96282016 2.22517462 0.64621776 -2.37611962 1.27173842 -0.03796631 2.37781460 -1.48777574 3.25460036 -2.76569009 -1.00858632 1.43136387 1.33580617 3.02576530 1.74392972 2.21713928 0.18120800 1.99488491 -1.88103343 2.28974201 2.02177692 2.35783533 -0.84331304 -1.83635677 0.37621301
58	2.39359121 1.42685130 3.16987029 -2.34551194 -1.93615193 2.92283316 2.46411316 0.31756225 -2.68298072 1.13870772 0.31056729 2.34280819 -1.64529512 2.93235161 -2.93189308 -0.89461151 1.27802187 1.04012372 3.11206069 2.18457098 1.78045719 0.34647179 2.13861360 -2.27384208 2.16630566 2.05589474 2.24662119 -0.81250297 -2.04686960 0.49246150
59	2.61035902 1.36948442 2.79740458 -2.60939452 -1.41412630 2.64820515 2.66971813 0.57207500 -2.96555869 1.00370377 0.50435166 2.30669182 -1.34416723 3.23655008 -2.59140116 -0.80255445 0.92933648 1.45636800 2.80138905 2.10659554 2.22150638 -0.20473218 1.88995422 -1.92441988 2.40102572 2.52040487 2.17705108 -0.80300349 -1.83817192 0.40550835
60	2.14954875 1.27542880 3.08722416 -2.68275936 -1.74010020 2.35190922 2.68923887 0.39710934 -2.92782639 1.05988479 0.42380213 2.22838433 -1.89354024 3.30842548 -2.73411159 -0.81897616 1.41079642 1.18987970 3.04503938 2.10431237 2.18921320 -0.18148311 1.70819598 -2.29819161 2.44815631 2.24248177 2.71845199 -0.94526488 -1.58066449 0.18429754
61	1.44592932 -0.41915358 -0.02923209 -0.38101019 1.42555161 2.08643602 0.76894260 -1.88089745 -2.46276919 2.89320262 2.46292414 -1.93204730 -0.48989057 0.37570705 -1.36793491 -0.99965605 -1.57209155 1.49086213 -1.60330956 -0.46727712 0.22888882 -1.66673852 1.19143870 2.85420857 -0.13252789 0.13721123 -2.36148776 2.51261618 2.44926310 1.15585676
62	1.20511872 -0.13026054 -0.24452312 -0.45868521 1.38678841 2.30791878 0.92429898 -2.19695446 -2.36065608 2.64937204 2.46140309 -1.64399859 -0.84901147 0.59337927 -0.80718402 -1.36655299 -1.83765014 1.79459890 -1.35803065 -0.62185558 -0.33165019 -1.71914695 1.14339422 3.07463830 -0.21537641 -0.16376487 -2.13619445 2.44533872 2.23195138 1.09066008
63	1.44750730 -0.74742646 -0.01284201 -0.65813639 0.98787341 1.98580918 0.92692999 -1.99440741 -2.15947514 2.67757006 2.35722185 -2.12995844 -0.38271149 0.76224489 -1.05367092 -0.98914148 -1.99639016 1.51616667 -1.00325156 -0.32721036 0.18757682 -2.04603792 0.62780382 3.20006372 -0.48463803 -0.15145096 -2.37086708 2.17719022 1.93156979 0.95353423
64	1.24115287 -0.58897738 0.35205637 -0.83710549 1.46319852 1.86546870 0.59119413 -2.10036901 -2.13116643 3.01588002 2.58455483 -2.07271489 -0.68499361 0.48047647 -1.30177690 -0.96290090 -1.66918296 1.76727049 -1.25112353 -0.27875794 -0.14887687 -1.60455233 1.07251177 3.26167437 0.04936632 -0.12893555 -2.18944721 2.42997321 2.01198651 0.78357129
65	1.48466406 -0.55370533 0.12223784 -0.37630472 1.32162335 2.28830950 0.58849355 -1.91137232 -2.03490670 2.91442150 2.31828473 -1.85393904 -0.76687763 0.62624798 -0.94978693 -1.25320747 -1.91021809 1.98754843 -1.23464174 -0.44833824 -0.19683281 -2.04338793 1.18669845 2.96303203 0.13478892 0.00497743 -2.38970161 2.49863891 2.41596116 0.85776465
66	1.74341111 -0.60016868 0.15520775 -0.61031010 1.48400315 1.78866963 0.96372309 -1.67998214 -1.89955805 3.13375075 2.29202517 -2.05713119 -0.93250825 0.77994732 -1.38804699 -1.27620040 -1.50836850 1.54477580 -1.10888428 -0.52285415 -0.10458601 -1.55198895 0.59527347 2.82208615 -0.09231953 -0.33898035 -2.26174004 2.22892508 2.43610803 1.08536959
67	1.70243115 -0.70941272 0.21793153 -0.77511536 1.51961039 2.34964187 1.05056872 -1.76097124 -2.28924553 2.84509805 2.27108773 -2.02007878 -0.54810810 0.56096908 -1.12407903 -1.05301000 -1.87579354 1.61796355 -1.16411979 -0.43461395 0.13994027 -1.94283699 1.15949021 3.26107986 -0.18955641 -0.28277403 -2.02740894 2.08632850 1.89705353 1.22717877
68	1.60310401 -0.42237910 0.35110453 -0.31072857 1.38021403 1.93163936 0.70257904 -1.79298614 -2.38124567 2.90261355 2.11091521 -1.59691543 -0.66249085 0.52933366 -1.04302353 -1.47383642 -1.76810217 1.52874621 -1.21525066 -0.60626239 -0.15178617 -1.65306484 0.93506653 2.88896200 0.10349502 -0.09317335 -2.46927716 2.53855001 1.99017312 1.10462786
69	1.74220312 -0.51948000 -0.19857206 -0.66621917 1.00643914 1.89014395 1.00668263 -2.00134861 -2.02369959 2.78932180 2.35395206 -1.69630898 -0.69054657 0.54460113 -1.39337227 -1.43541791 -1.98682111 1.89488737 -1.31478018 -0.38770157 -0.24115213 -1.90554108 0.82146171 2.81437968 0.04738989 -0.29254863 -2.50582993 1.98173300 2.46073901 0.83918627
70	1.22043679 -0.51968239 -0.00831047 -0.80448344 1.54264442 2.18992471 0.92311628 -1.74224739 -2.41071178 2.87090223 2.20417394 -1.95211195 -0.90663765 0.60488047 -1.02982418 -1.33800079 -1.86989905 1.72051938 -1.38750624 -0.32850057 -0.15106200 -1.82874833 0.81034314 3.03202977 -0.31524746 0.18235274 -2.50293644 2.28440092 2.20038869 0.79541086
71	-1.21029853 -0.04900582 -0.29240949 2.87685997 2.31670991 -2.88938891 0.76504351 -1.16988462 1.66363949 -1.59433818 0.44335765 1.97257821 2.60770586 -0.07465189 -2.25991857 -2.41986973 -2.46747150 -3.33471350 0.28969309 -2.36685731 -2.10392657 -1.44201126 -1.60159877 2.82644693 -2.60194419 2.07031472 0.39920277 -0.25679908 -2.33331187 -2.25653493
