0.430345648544,0.673641601303,0.437948263062,0.465349478104,0.657504486378,0.801542446973,0.275181605063,0.151338135562,0.991431623327,0.519973048089,0.467374287867,0.189149955856,0.331000883976,0.790727991357,0.970336048743,0.598470901796,0.769918903698,0.978934184584,0.833343311873,0.726542692388,0.784698012854,0.715716092471,0.191320100861,0.858925654298,0.259871380998,0.682121996827,0.934887290917,0.30937899148,0.758600822079,0.816500222344,0.738324240084,0.959253514264,0.0997793060094,0.507338231639,0.605855286466,0.406270725261,0.829111487642,0.537103841475,0.673418331616,0.43750249495,0.229735620605,0.51839278021,0.885471300903,0.176113579466,0.55716277069,0.987935124998,0.0107174425831,0.298464012699,0.784224633629,0.0640660995198,0.782971049432,0.330579969838,0.0301875580635,0.781065855075,0.0208292363402,0.279570299109,0.183283944206,0.0672919534086,0.727649707542,0.577108806958,0.720672919216,0.998368881374,0.498647322288,0.408724931919;0.402447880173,0.598860045305,0.155761622256,0.668828526139,0.0420593033032,0.616509080998,0.03037887007,0.92092548675,0.78647021856,0.539533186706,0.760855762519,0.474877486992,0.638880631338,0.255863482232,0.780446755391,0.383529910007,0.334810022239,0.995176691482,0.863498734479,0.867347130333,0.727857926711,0.124451886274,0.70893852134,0.507769429707,0.853815599395,0.735671293644,0.21649734753,0.270319373588,0.135455321128,0.0506723622052,0.302517767518,0.761738000973,0.837651727518,0.818403197533,0.781629300657,0.977535450918,0.535064029592,0.214122998071,0.330050027551,0.479941281407,0.780719489974,0.621694084504,0.101841461225,0.817852370374,0.0596088638182,0.140003365905,0.189253962875,0.0641563552849,0.205110657795,0.251085466302,0.576589819241,0.329142330934,0.900842083393,0.546247256277,0.87051902104,0.308121049928,0.123115359487,0.73110172294,0.241851634037,0.83840519145,0.658989881302,0.0393078414319,0.800718093732,0.6548905783;0.189183596039,0.117967657451,0.423353496262,0.221172046567,0.452909934019,0.9124191413,0.78202698562,0.397510985041,0.628417792735,0.571975514862,0.337912439948,0.615403851696,0.162769386377,0.934459057768,0.563328708276,0.799574508192,0.224044995079,0.530920977933,0.683392449396,0.25274218722,0.968229817765,0.374855319743,0.0880404598888,0.34211803539,0.197508634857,0.633032262704,0.858562264578,0.240517809234,0.367938301336,0.19448350822,0.129215729793,0.171260330773,0.484396229161,0.639908697033,0.414777645849,0.26918199185,0.282186796409,0.093555573268,0.112617439168,0.880206016626,0.278692605357,0.634938876435,0.908054881824,0.69956004312,0.848136919182,0.914857136773,0.31691935736,0.585304327966,0.438517387578,0.892968492243,0.936198388775,0.280748498762,0.541249878633,0.424521385344,0.707722675333,0.481622548967,0.857920151068,0.708210863347,0.971634297164,0.67465013912,0.914716772201,0.899652447579,0.831815843617,0.767311320746;81
0.614484463519,0.687980100365,0.731359729249,0.874521486683,0.874081910973,0.305737910677,0.217046605849,0.246851405939,0.898448495037,0.245245507061,0.259644744957,0.851602759916,0.971402255288,0.188790435746,0.156867340573,0.529932851932,0.442007407827,0.369285960129,0.159857727323,0.0913676122024,0.646732049825,0.600289944159,0.638373314735,0.656939906245,0.488579132197,0.56499546558,0.273635761332,0.23377151509,0.267293649748,0.614962631796,0.380195108539,0.751814452971,0.744198764694,0.240673218627,0.266063680422,0.193398117927,0.764915969689,0.983317462457,0.144690208094,0.822818716165,0.368946524014,0.0949980637507,0.452301614166,0.46833499494,0.460744122958,0.891293593542,0.527306769669,0.646435258115,0.456973141103,0.280942025394,0.0952740231689,0.726033508637,0.683689683277,0.785063453855,0.220389780946,0.945093390802,0.814966454347,0.0366731071021,0.727054968232,0.0130248418137,0.530383227593,0.38082491075,0.152723211782,0.200224277687;0.765502457308,0.358289694879,0.824673321817,0.971629926037,0.448847172738,0.739406546732,0.326207156802,0.116756220938,0.59177000416,0.634179373571,0.397719992063,0.597150585028,0.0671424387515,0.529772048307,0.417379548819,0.582555159056,0.498221935519,0.415417008013,0.473778928289,0.48042671755,0.122312365818,0.852956354692,0.80501337706,0.721089053127,0.928556686793,0.75556791606,0.849998101447,0.1417929415,0.0725522185485,0.52629011245,0.570965009032,0.81420913496,0.276569026406,0.700565885536,0.766337552759,0.328581877211,0.124826094487,0.959142158961,0.488782601927,0.234888443336,0.156036329751,0.40573872004,0.824711399233,0.390404193328,0.0603668050243,0.25587965111,0.576965255928,0.40308454152,0.432422474955,0.923953743206,0.801016486044,0.360651903356,0.950403389297,0.424733726628,0.384153673898,0.742898049501,0.785341201595,0.34683609552,0.895083006778,0.885200134153,0.195135533899,0.91060684979,0.648569181243,0.164132024738;0.947908398564,0.211135356929,0.641343524524,0.916933341872,0.680661678251,0.00804441130694,0.0542243753451,0.284158885788,0.236800049871,0.949263675415,0.0265650658247,0.753732147096,0.372721827608,0.359904827804,0.996303003384,0.722062195986,0.535360513384,0.937853060733,0.93622999557,0.137202859135,0.445310419849,0.105414863343,0.559021350914,0.0727564069377,0.630538948591,0.922235695392,0.856556781212,0.968339468812,0.526608316995,0.0988652959056,0.703633095874,0.562376092666,0.880072611026,0.510054058873,0.611133680704,0.553502418397,0.415076802468,0.466419791572,0.150305932865,0.13303913086,0.840816673028,0.956059916632,0.106685497843,0.808946558928,0.225635087129,0.0420771772306,0.45650845407,0.491753495705,0.844956506594,0.762675636361,0.00821883689089,0.701797202125,0.505186787655,0.208009002061,0.564856728566,0.386084741696,0.941430966813,0.0250367872874,0.84655550597,0.00558163096764,0.382477524894,0.156052815651,0.431771565246,0.106483848842;71
0.768778007275,0.527649743238,0.692798773707,0.967096733725,0.939380121916,0.625739893337,0.402797632784,0.113524327363,0.51415160622,0.751723772008,0.831061441194,0.206089568827,0.358862002026,0.402858969449,0.269366189835,0.651791238428,0.874237020656,0.468113988929,0.373984331716,0.0406157138977,0.309049517039,0.323519522564,0.473370713949,0.262642471788,0.845880234846,0.430127817306,0.766470633757,0.582177985048,0.0361529017234,0.604149998176,0.309508013912,0.721441998828,0.757051568112,0.14829846443,0.509617132509,0.982748436061,0.485538768019,0.081220405924,0.039522729097,0.350414139956,0.960886943693,0.277022544262,0.620766940691,0.296994964149,0.106994403758,0.841504353257,0.3305448978,0.926606043469,0.499512668571,0.476268207867,0.916778731613,0.947948338568,0.835978701408,0.566958957788,0.363735039802,0.200887184887,0.0994688409489,0.986221109484,0.355006077669,0.0177651916665,0.362012749425,0.783182582779,0.199908083649,0.642185715063;0.163776329039,0.550791368661,0.729600039971,0.0516744972336,0.0997202478945,0.609167855033,0.96463587693,0.669472972176,0.666178029368,0.75538705792,0.224334820471,0.371357452831,0.0124055686075,0.36923109141,0.762254765293,0.480636931327,0.198779460061,0.0726921057127,0.402759152886,0.0458528688208,0.675535649487,0.680349452534,0.64664896945,0.579070924072,0.301630199813,0.271185879917,0.222791069743,0.151042288414,0.418070261437,0.656242340943,0.813261576207,0.317454542917,0.559597835332,0.484862277288,0.216681988526,0.589632438069,0.670093467252,0.770597054132,0.80393544228,0.489055315872,0.00789159829556,0.111046121994,0.389256423485,0.453543507589,0.10731381449,0.03567790282,0.12179855721,0.191465069639,0.332068795395,0.776100351333,0.310237103357,0.421167932466,0.0172966243306,0.356147959513,0.727251321469,0.446194050033,0.944992475074,0.0973932556183,0.662616826427,0.0822663410123,0.177345292073,0.703767842552,0.4674772239,0.595710787867;0.645803655656,0.513993522014,0.486298413376,0.397721099811,0.909121275528,0.0562044407728,0.900851702341,0.600260858949,0.952692008678,0.141949379456,0.195804528506,0.362656381336,0.848447266762,0.768073880515,0.338280592463,0.448918535067,0.994277251836,0.69798522761,0.373339877637,0.8904270187,0.427481029925,0.287657538609,0.113022131377,0.990032083855,0.466822762125,0.556898562456,0.724847627696,0.561801646765,0.662574968582,0.194974399357,0.192341149937,0.326282538088,0.730529789666,0.668448544525,0.321814145628,0.88907380668,0.367382059604,0.551893457791,0.864277993145,0.71876696029,0.262411342885,0.964746296392,0.811632001711,0.84874782034,0.394072759812,0.689146350093,0.193636498568,0.411288906027,0.264754912243,0.389974536339,0.835362763217,0.70797831301,0.179140332845,0.458553383405,0.582366569775,0.0859040905517,0.718045660833,0.54170314029,0.80852974269,0.472332390488,0.606649285956,0.0584848041169,0.593013155859,0.003983716558;23
0.785712790142,0.369755596813,0.75050582754,0.207814195318,0.644861037219,0.931346928858,0.243043341438,0.354839646186,0.225288907291,0.449571450278,0.630619894689,0.658462871126,0.0653578516149,0.111756276995,0.793737523099,0.10888683063,0.190748212627,0.820297692497,0.735342332424,0.504720614322,0.0882196967226,0.868469690178,0.223506008545,0.175979307319,0.65724386913,0.381841475984,0.0504285918878,0.15478557039,0.460412162297,0.770852618734,0.559769032956,0.514133603245,0.981307778073,0.799970291349,0.826790146327,0.699930859022,0.842296939125,0.942709045918,0.711847134819,0.100325152439,0.140420400009,0.424711957707,0.236279243519,0.80727969423,0.958341555567,0.568171175223,0.40178706835,0.434942532844,0.457983573695,0.864382523323,0.319707784033,0.198552867946,0.421330861686,0.463462299363,0.152603153882,0.410558927434,0.0260979042025,0.824341297994,0.578673136655,0.983097215401,0.732195310628,0.0665892747439,0.654977653937,0.326000112545;0.574280812733,0.329399385068,0.958154632071,0.614762342862,0.656408317134,0.448782220324,0.124544963647,0.811072186087,0.410470051296,0.440370982016,0.560778608633,0.873670732021,0.368779060081,0.445047453996,0.239369210222,0.810980154519,0.539964956686,0.343600798144,0.550151651778,0.319852276262,0.96723559572,0.748048894967,0.970499337452,0.348174232159,0.370465890733,0.935457981306,0.52051364378,0.0149867728148,0.821914987084,0.823042558585,0.886686079018,0.213707748546,0.582630993966,0.456426303339,0.724202677861,0.444039041527,0.852029565218,0.480394251528,0.360557842436,0.181965849738,0.298533732092,0.212353215496,0.514194717772,0.121827503102,0.919245307702,0.0895706788965,0.912299225878,0.29725266699,0.780557409671,0.3820227855,0.647136286608,0.157112069555,0.342458563885,0.723497493134,0.288949394057,0.673226735355,0.127044287871,0.853489523493,0.436954581215,0.32540256971,0.765213806033,0.215851690012,0.190273682113,0.469928736065;0.733522916983,0.0026003812886,0.558058266496,0.0147403276294,0.739251237317,0.762655131528,0.37503005847,0.467622087442,0.433762106855,0.585057744441,0.321613474853,0.0688632495976,0.126033321019,0.514520310746,0.369396120596,0.238562972444,0.503395386003,0.291598746253,0.354510277316,0.716353914256,0.595763078544,0.919463080709,0.695088099349,0.273045720515,0.710111732863,0.937521388249,0.105845517051,0.361246118816,0.333661993506,0.673208940801,0.198337350918,0.292230207037,0.201928687477,0.386468381035,0.249211483687,0.344031116105,0.201513669589,0.431190081953,0.975568964205,0.313389639087,0.865697514758,0.0499548527167,0.558263305128,0.369287467509,0.974845856403,0.496672746751,0.118050520009,0.241226498529,0.140403906443,0.724587993555,0.973169333768,0.668460172461,0.802125914913,0.41083173977,0.894725008377,0.136279143993,0.551515438651,0.00192432249277,0.56540716369,0.167633867716,0.840149559261,0.736149210271,0.768982827288,0.878775940912;37
0.446442681007,0.334785097048,0.906313023758,0.647947756149,0.379962876429,0.0116336913779,0.229805576674,0.837671570899,0.706559169558,0.528073473494,0.654216050762,0.843953221915,0.276534287429,0.984455365721,0.599371765025,0.159859166427,0.0282592737966,0.52662892795,0.389060595615,0.284694246403,0.751182054196,0.135454194931,0.965666696596,0.366336384978,0.595340900326,0.0667852821652,0.902670910219,0.70376154779,0.339543391617,0.117206541265,0.947850072467,0.974498917797,0.409337532507,0.905006763641,0.0264208631526,0.344485305323,0.0723221658131,0.988318576591,0.0937795942816,0.413796751027,0.110567681253,0.788045644569,0.411675268613,0.0378476804815,0.666610693603,0.38818756563,0.988159212737,0.472065775403,0.0698961388356,0.332938893994,0.139760238948,0.560829974091,0.801078841212,0.196000704748,0.366647758171,0.696003290147,0.872936917016,0.902957219341,0.973479767697,0.858775146464,0.167564565799,0.864978571357,0.577427036508,0.577429109508;0.761433134647,0.701900061455,0.696929092253,0.74781223622,0.140285764888,0.765350198561,0.498560678719,0.787655842638,0.958873417038,0.794911260809,0.744817267658,0.303628230142,0.0638075443523,0.738289364014,0.27183285584,0.350048723422,0.952355182965,0.456903650981,0.916190852933,0.916892596179,0.0702282353436,0.815021506116,0.335338228224,0.851320668021,0.739532261514,0.900104310507,0.400006318661,0.269925969395,0.220912965553,0.792284275309,0.718015572013,0.200689251236,0.257857058707,0.52504469122,0.268653006204,0.502396601271,0.533536577058,0.086244141264,0.317915624085,0.853031703439,0.125852348084,0.750307254051,0.789134316479,0.426951457019,0.106169046535,0.739152021167,0.56407044831,0.374931066943,0.730157121602,0.480794495352,0.315640461352,0.831330510642,0.731697072178,0.655892337216,0.059333809282,0.914697711586,0.639295875856,0.326710857327,0.0275368816865,0.901617139034,0.835771419934,0.1047478408,0.0700447323243,0.570789334591;0.325912105066,0.796039113692,0.294139184918,0.555545033538,0.85883509672,0.0838298076082,0.406284859884,0.677947989859,0.0361338862907,0.118754893391,0.283640201124,0.580898862897,0.0179577593312,0.752934356693,0.991970574116,0.409265128092,0.543398275817,0.1600448465,0.0970302956172,0.806232715174,0.730768759342,0.433840060474,0.436594638469,0.571616514452,0.589823761052,0.63607793102,0.581846070368,0.307794641654,0.326210046513,0.0128466109631,0.531890586508,0.397007318862,0.0840648637245,0.0761985375088,0.11096137953,0.151443145406,0.818822196411,0.297107545046,0.226344730094,0.807586101184,0.241125506302,0.363654086395,0.934099972861,0.929900396303,0.62956101727,0.282333032105,0.593974436795,0.913124541359,0.203950144367,0.077052853136,0.0295946362417,0.259446029876,0.561419065772,0.0807864985189,0.00131058628491,0.178227137714,0.444561511988,0.904458809171,0.216132880178,0.339259743831,0.3170478096,0.967271707241,0.0996847102124,0.242031221033;84
0.259911649958,0.278046015971,0.406268983175,0.0132805929219,0.592142208922,0.758063640658,0.467730374947,0.69386368873,0.0875390311035,0.381704814578,0.455468807943,0.35857629465,0.0344496474818,0.787803333136,0.339673991894,0.534648160903,0.991234863864,0.0109207591613,0.0414142611156,0.482925452998,0.352888176337,0.244842384644,0.40180295373,0.747734406152,0.727934084378,0.192660450579,0.506055677369,0.356827719423,0.95434886628,0.660657029898,0.71484238926,0.0700736425616,0.326609784053,0.447227144819,0.658655533545,0.756967770771,0.280147573127,0.288907515084,0.558425204538,0.976630849869,0.228511580469,0.773601862833,0.625985515807,0.835196622839,0.514309773495,0.986082759421,0.57813123231,0.973749012943,0.787614840078,0.33769743318,0.230343876692,0.600044532008,0.608709412416,0.479727379564,0.679588583771,0.754097640402,0.0147644948483,0.202200864299,0.92980267284,0.809865548133,0.952516514219,0.462662291104,0.159734247239,0.660571239357;0.892010414091,0.8235981979,0.356711060581,0.178751045571,0.862931390855,0.783215205183,0.833978871623,0.939646851198,0.875921813016,0.786965985999,0.277752059396,0.546439558162,0.310670704545,0.0818085785165,0.583674847323,0.6354025513,0.345067153005,0.168383761769,0.700871735041,0.504761799574,0.748045382727,0.126997667079,0.678220614861,0.821681412255,0.495880416113,0.255379214793,0.216182896249,0.742702811152,0.940925525141,0.0439927740244,0.0716926947733,0.468073553126,0.588551369688,0.488379651439,0.931351026845,0.41401470945,0.962867624775,0.282315704325,0.534859111654,0.848396334784,0.153658307816,0.644320494505,0.363993309761,0.524583124629,0.48022081716,0.363307812238,0.230350976017,0.841825280156,0.757253709148,0.571810775296,0.771079213927,0.982283484939,0.398198091042,0.706310131577,0.188553337591,0.569415450141,0.0762564790518,0.435863408675,0.554952773689,0.174493733335,0.149894315711,0.0915443222576,0.651578629771,0.0243141612233;0.697701185915,0.932308202765,0.598097212357,0.885373515676,0.551975709805,0.587239951815,0.516300188403,0.921603727063,0.442839011681,0.891346312765,0.0994069692893,0.977482237091,0.553973763852,0.553578458605,0.378476779848,0.490946119711,0.595050882349,0.743674276505,0.385524242668,0.634771068717,0.747419868877,0.357665395503,0.643320861903,0.482974443408,0.699884503772,0.958367238515,0.804445710702,0.773768415021,0.421683962714,0.188401266816,0.527013027068,0.155457578999,0.353132140142,0.534020678981,0.657137288601,0.405441685595,0.927844345771,0.292595845096,0.5754231647,0.914656701599,0.505291470591,0.592238888729,0.122145436527,0.540560181386,0.8432510289,0.155710445645,0.561823828368,0.638358267036,0.699997078991,0.972348707484,0.082525500916,0.920066482161,0.242024293171,0.80582912518,0.734711448082,0.80581253418,0.278400893899,0.985058187053,0.0675635157351,0.197157628541,0.392293446237,0.213446836485,0.975583545534,0.765117209947;26
0.0683079969984,0.942837567238,0.982819673237,0.485413684048,0.3309783694,0.286335262561,0.204313239971,0.323888678855,0.253896327974,0.81418626612,0.468309980671,0.846837237239,0.50578878465,0.327769901752,0.873249682821,0.463405540794,0.40698324966,0.39730373834,0.383868889503,0.810170177927,0.783479236321,0.905540603786,0.367693564251,0.0438076986349,0.732525495103,0.378751582047,0.0635888844325,0.982805972963,0.360824646405,0.0899200948937,0.495294504115,0.786322970475,0.451082432003,0.0917343244243,0.409036183906,0.8832768125,0.92336210705,0.148975110361,0.0147057344732,0.445592203925,0.324966092073,0.221704680278,0.927296480868,0.872229681388,0.0913704830187,0.946985540196,0.71967409929,0.506426751763,0.554543124624,0.0717891144081,0.638836567323,0.374577270908,0.709736621786,0.507848762813,0.359219200583,0.691479297698,0.129399187433,0.101744294938,0.582260955134,0.99766902273,0.466159587967,0.406206313026,0.715854764219,0.236746442981;0.879299998596,0.614269805258,0.109059143837,0.51258734979,0.781318244935,0.432660332656,0.716728071799,0.378241508579,0.59558686696,0.391214770871,0.162605976323,0.102027294887,0.993540705415,0.442291333279,0.707510115066,0.724612351404,0.0581644707407,0.328676577466,0.340052196918,0.064383934763,0.446142205771,0.626923757645,0.350526695811,0.740373211634,0.802952015471,0.0810283016306,0.506837401827,0.810862394937,0.462004913222,0.890198077643,0.978696556459,0.939895638595,0.377775580505,0.995059104798,0.155745825276,0.986915415732,0.385326971061,0.808932904814,0.949774238128,0.284409179608,0.365802028755,0.0564818637446,0.166247953851,0.00310583551668,0.396330967184,0.294207898043,0.486438964721,0.614645338235,0.296176725961,0.136785975706,0.836293539973,0.139560778486,0.664708095613,0.0194177748333,0.723780131012,0.443363100667,0.995293920136,0.2644267723,0.723406602639,0.774889477835,0.464993834751,0.310450399594,0.57433013179,0.633873529872;0.995443896053,0.875833107539,0.393069540783,0.0669539571048,0.455551483947,0.963700362733,0.369345297832,0.633207423124,0.995877200847,0.793666989492,0.395744715952,0.760494952793,0.890682096425,0.0358445134046,0.281712768106,0.428793011564,0.374777310502,0.434606725884,0.0264548847706,0.839970428929,0.583602952229,0.217724162986,0.354324244559,0.460887750844,0.647759834826,0.352312249231,0.640010527261,0.871287313236,0.795612857814,0.835265479418,0.0456905654972,0.726157040886,0.537908624431,0.694339942551,0.884654515402,0.567597746093,0.0950087419907,0.844926600615,0.510991608739,0.951764953855,0.0713213898888,0.53439242606,0.751870891582,0.212735572732,0.495631500805,0.840905378682,0.949364820605,0.283628856422,0.976844638404,0.767614340999,0.41514515616,0.988958819273,0.272775321342,0.218840505396,0.292024269519,0.110543455277,0.108972413714,0.646682755623,0.548680334874,0.355156363341,0.894973669061,0.582947611911,0.600048086068,0.846743517901;71
0.305682562963,0.692893688601,0.334272420889,0.000735024960544,0.790378791109,0.682154782788,0.478318157629,0.431623655506,0.931011759074,0.577566228516,0.912091980072,0.150389780128,0.77906740555,0.603059299465,0.814116260165,0.35464973547,0.468829509378,0.0724053872623,0.316878576818,0.123570501745,0.542852477806,0.589426440399,0.0518509951345,0.772740807185,0.642085448628,0.0673498713164,0.823116573899,0.015052254308,0.0603727006334,0.706077507139,0.97065424275,0.245688728339,0.616552164754,0.622882196237,0.112780499038,0.00603138542146,0.529095787968,0.0230730153915,0.580428687135,0.0987476052709,0.594652448059,0.00315720985366,0.546450738885,0.651874022035,0.306367284356,0.733084853204,0.535043852632,0.920077477156,0.136758937535,0.191855188559,0.571720793458,0.5675731704,0.916309724636,0.404177933794,0.0845268721453,0.482763595233,0.291855389929,0.278681727777,0.678612841258,0.176515607932,0.0917670690837,0.949065476793,0.832769815003,0.676527490049;0.670807012595,0.34296467837,0.70828764644,0.68083147185,0.96134446948,0.221582551345,0.0774171703543,0.807514043595,0.630956335234,0.440544882269,0.172516349946,0.842188337489,0.285249348613,0.795053899131,0.369585857038,0.793796073963,0.959038266575,0.443969812766,0.825530936521,0.0209323769085,0.715804265536,0.766258331526,0.871740429701,0.572182113319,0.303798826259,0.674691443372,0.609253196602,0.957264454763,0.772511866761,0.343659620465,0.936977836612,0.967434767685,0.403159300306,0.131220701004,0.891318613705,0.331645712156,0.92778165459,0.562644871408,0.303157070085,0.960275535137,0.910580206177,0.569017016912,0.196949487985,0.627460186415,0.288225438431,0.229167517503,0.0792259040279,0.170127421103,0.36678645583,0.699434685882,0.211538021447,0.850269216861,0.670642082404,0.68367264812,0.999105051125,0.414358516838,0.107311394609,0.63301728512,0.256148574587,0.816622635863,0.879712952362,0.424469664007,0.505866301552,0.93685690775;0.0646171595706,0.93564772801,0.424225262084,0.277379807117,0.691886956616,0.443938076238,0.74150512236,0.804925283605,0.305528830257,0.67687249494,0.775776827411,0.771254413367,0.130692969143,0.122121073494,0.820302657447,0.312784221015,0.328920788564,0.674755399014,0.383389983961,0.961184491033,0.731798203675,0.098690343667,0.753977864972,0.074351592861,0.0540157032863,0.602747465515,0.394164321579,0.0613007663151,0.36914283313,0.883796542493,0.792397192569,0.349578271251,0.896359364769,0.434119834681,0.67463802318,0.00176244641004,0.633712994584,0.0863865318734,0.598595825579,0.717930711818,0.128091348416,0.671972233606,0.255838894245,0.210360096444,0.00208800093069,0.887254032442,0.249258819804,0.940565981336,0.334538897924,0.826705756596,0.17599491191,0.403492089337,0.298026683924,0.101691182223,0.438426486815,0.0838494414443,0.612657488193,0.963250424285,0.0537817922404,0.991957915454,0.190869559372,0.263059591786,0.93922628398,0.284694018318;56
0.317405419512,0.566589685027,0.813417110484,0.395504710068,0.872367272095,0.886492575368,0.714467097932,0.23955789955,0.101886697055,0.92447114707,0.0632307598732,0.0503578729662,0.763169521805,0.273753964738,0.95957692763,0.0423658709601,0.932083114307,0.884925395677,0.567044901617,0.25185408916,0.558942519644,0.907628990261,0.696097783313,0.90019990433,0.650080304834,0.280576572144,0.688183809626,0.942003733886,0.0108917077581,0.713721516309,0.400170381747,0.133697662175,0.19921716289,0.64228004434,0.559451100177,0.46161860358,0.566775021103,0.881211153554,0.426667061625,0.116596736086,0.790407463374,0.0912583148804,0.917648658864,0.02541859522,0.640178593286,0.0294268158807,0.537602182516,0.392858571823,0.172881467179,0.310838514552,0.959877984674,0.723144260436,0.466094293122,0.0569914181,0.169285266117,0.904514202317,0.126926008155,0.902374870675,0.475528985453,0.728502354237,0.479216161288,0.249913522039,0.0754368618546,0.686165189753;0.654012699263,0.0428258723404,0.429494153512,0.700264009033,0.5418031302,0.672651660765,0.678596617189,0.576959409829,0.326882494059,0.0843089677817,0.909194628636,0.716217388949,0.698577663543,0.990260904694,0.173447584254,0.568896186123,0.265229091208,0.961745698433,0.8144919224,0.110034358371,0.17187533501,0.694464320083,0.835524247829,0.374859114781,0.692997010476,0.679531649671,0.520397669663,0.654198129548,0.528445493656,0.244525455936,0.970191374114,0.414558891277,0.904110925687,0.784231422857,0.260556741588,0.0907436110542,0.82781352193,0.593343620272,0.417585775832,0.451451886785,0.13223017158,0.811090494141,0.0990281192335,0.0130983436475,0.898026115413,0.990914573842,0.622778107114,0.719614052896,0.128149300123,0.207484081006,0.773176382761,0.610023888011,0.936624988436,0.664670948427,0.128015629042,0.425094359892,0.383857400456,0.669006367601,0.338643838504,0.718472536294,0.616972855492,0.662690825589,0.837926272242,0.39224047719;0.839829852752,0.532640602144,0.0740501628529,0.492898583655,0.595041809335,0.31361266284,0.254281189034,0.775766423807,0.698708529279,0.234998806128,0.807930363656,0.809665028066,0.495110762351,0.409468560955,0.236099460945,0.796374410181,0.301886587965,0.523263206362,0.992388521256,0.912500133321,0.0453528324219,0.23340501751,0.546937328461,0.877766364262,0.876273122032,0.139130744551,0.941520873857,0.185032284421,0.711453684596,0.681628063106,0.0328912146796,0.530350689392,0.733841827165,0.694579876736,0.716736209185,0.816750581494,0.317007294866,0.135387378754,0.0282392836142,0.508997043685,0.14290773507,0.957816568467,0.356616016609,0.410928213407,0.961013417002,0.147834178709,0.799869966476,0.86723467749,0.883723172733,0.588602129899,0.699756662933,0.0272387405723,0.663485892288,0.918751218891,0.0749802683034,0.0304653328014,0.722232733991,0.753934215752,0.0537746977266,0.0945985199236,0.227104712484,0.791851000076,0.583094058131,0.326744075451;51
0.953608551344,0.486805735355,0.579326924194,0.139165659484,0.983474278246,0.119842728439,0.175837873112,0.855107214949,0.126879667493,0.480201159744,0.41687842487,0.241168882754,0.100762929992,0.087723094892,0.763679579062,0.933253104673,0.0620239827582,0.700957090546,0.464927492338,0.312520055848,0.49590287057,0.522292724653,0.402059967623,0.994529805079,0.737270994946,0.19005204114,0.752470021502,0.147030996399,0.595340729884,0.100540537095,0.373750127822,0.848068158956,0.338194687842,0.738885120239,0.883454580107,0.848985458119,0.894285467799,0.463695829743,0.403233218679,0.887408901909,0.0579492779556,0.356847148121,0.685199011057,0.107435202648,0.0822973130565,0.741324090304,0.91022178275,0.60789237417,0.607127192891,0.284540869452,0.630829872927,0.754169193211,0.0257198603957,0.039874600285,0.230453335282,0.51655719425,0.245736424874,0.817976855311,0.452563243734,0.27437182767,0.413105796997,0.239348570031,0.98580431371,0.987074610883;0.284826932411,0.852616457098,0.742250308098,0.630535543697,0.338246181548,0.484825981669,0.95131568183,0.0376407711737,0.197662990952,0.85722400252,0.18847149239,0.625900530325,0.141969234585,0.17594968814,0.226620830937,0.897432961963,0.354813341725,0.730822260917,0.420003634412,0.869299258837,0.342243574508,0.995025942557,0.678865674547,0.341016841411,0.0916937567611,0.357062610415,0.5015262582,0.911070356947,0.960282029131,0.205572958869,0.278639045178,0.823728431675,0.225580637079,0.379095299578,0.822417390158,0.743248135685,0.929490297856,0.522151061109,0.567836229633,0.176120958177,0.723639307759,0.606387516032,0.661312330589,0.656330932105,0.785943280619,0.716692256564,0.336503339426,0.226618746309,0.329371889023,0.939518156016,0.71019646424,0.275182451926,0.535101134058,0.168335880637,0.923663823245,0.636185125432,0.0853325911033,0.425576802564,0.379544592186,0.783950414178,0.024711712433,0.285636075385,0.755809623972,0.132055445389;0.96476433252,0.240179509644,0.694552059712,0.968953918893,0.992799874895,0.631922675621,0.975976806718,0.402030807822,0.161296239341,0.832321619973,0.79027833263,0.203748271122,0.760964565103,0.749662705925,0.838100992563,0.281911315821,0.373099747205,0.664187761793,0.0485882573083,0.982488290085,0.963404680727,0.489565211203,0.452166200854,0.728592454627,0.30010383572,0.762437098531,0.338487730846,0.304648232771,0.860541020122,0.655288293748,0.0829656296967,0.103136671656,0.566022090971,0.76932103738,0.8148290271,0.715185117104,0.833975309313,0.74424298167,0.328751789076,0.704352415912,0.831798471531,0.952974495753,0.633382216621,0.145281479368,0.997782957821,0.157403007199,0.386837084184,0.642924922115,0.987021421316,0.710912676513,0.566137859902,0.761129926783,0.174661716527,0.498933162753,0.230079262649,0.0272109224196,0.953858728572,0.372485696409,0.486347063148,0.669693409642,0.745210879975,0.183758706622,0.755734508608,0.892205664947;42
