113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;160;102;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;164;105;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;142;1;3;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;165;106;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;163;22;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;117;45;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;166;107;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;167;108;2;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;176;4;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;97;30;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;177;114;2;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;177;114;2;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;178;115;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;197;82;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;141;91;1;0
113 117 125 131 145 156 134;75 45 45 75 92 4 88;2 1 1 2 1 1 2;203;75;2;1
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;204;125;1;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;205;17;1;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;206;118;1;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;211;129;1;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;208;22;1;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;212;130;3;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;213;131;2;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;208;22;2;0
113 117 125 131 145 156 134 203;75 45 45 75 92 4 88 75;2 1 1 2 1 1 2 2;214;106;1;1
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;215;132;1;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;208;22;2;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;182;116;1;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;215;132;3;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;216;133;2;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;217;17;2;0
113 117 125 131 145 156 134 203 214;75 45 45 75 92 4 88 75 106;2 1 1 2 1 1 2 2 1;215;132;2;1
113 117 125 131 145 156 134 203 214 215;75 45 45 75 92 4 88 75 106 132;2 1 1 2 1 1 2 2 1 2;218;134;2;0
113 117 125 131 145 156 134 203 214 215;75 45 45 75 92 4 88 75 106 132;2 1 1 2 1 1 2 2 1 2;219;135;1;0
113 117 125 131 145 156 134 203 214 215;75 45 45 75 92 4 88 75 106 132;2 1 1 2 1 1 2 2 1 2;215;132;3;0
113 117 125 131 145 156 134 203 214 215;75 45 45 75 92 4 88 75 106 132;2 1 1 2 1 1 2 2 1 2;218;134;2;0
113 117 125 131 145 156 134 203 214 215;75 45 45 75 92 4 88 75 106 132;2 1 1 2 1 1 2 2 1 2;222;75;1;1
113 117 125 131 145 156 134 203 214 215 222;75 45 45 75 92 4 88 75 106 132 75;2 1 1 2 1 1 2 2 1 2 1;198;121;2;0
113 117 125 131 145 156 134 203 214 215 222;75 45 45 75 92 4 88 75 106 132 75;2 1 1 2 1 1 2 2 1 2 1;97;30;1;0
113 117 125 131 145 156 134 203 214 215 222;75 45 45 75 92 4 88 75 106 132 75;2 1 1 2 1 1 2 2 1 2 1;214;106;1;1
263;160;2;264;161;1;0
263;160;2;265;162;1;1
324;1;1;325;189;2;0
324;1;1;324;1;1;1
324 324;1 1;1 1;326;44;1;0
324 324;1 1;1 1;327;17;2;1
324 324 327;1 1 17;1 1 2;328;4;3;0
324 324 327;1 1 17;1 1 2;329;190;2;0
324 324 327;1 1 17;1 1 2;330;191;1;0
324 324 327;1 1 17;1 1 2;331;192;1;1
324 324 327 331;1 1 17 192;1 1 2 1;332;193;1;0
324 324 327 331;1 1 17 192;1 1 2 1;330;191;1;0
324 324 327 331;1 1 17 192;1 1 2 1;333;194;2;0
324 324 327 331;1 1 17 192;1 1 2 1;80;17;1;0
353;28;1;351;13;1;1
402;229;1;403;230;2;0
402;229;1;401;22;1;0
402;229;1;404;28;1;0
402;229;1;405;231;1;0
402;229;1;406;232;1;0
402;229;1;135;22;1;0
402;229;1;407;233;1;0
353;28;1;457;17;2;0
353;28;1;458;258;1;0
353;28;1;456;28;1;0
353;28;1;451;256;1;0
353;28;1;459;259;2;0
353;28;1;353;28;1;1
353 353;28 28;1 1;460;30;2;0
353 353;28 28;1 1;461;260;1;0
353 353;28 28;1 1;462;39;2;0
353 353;28 28;1 1;463;253;1;0
195;120;1;511;287;1;0
531;296;1;532;44;3;0
531;296;1;533;44;1;0
531;296;1;530;295;2;0
531;296;1;534;297;3;1
531 534;296 297;1 3;535;298;1;0
554;307;2;389;17;1;0
554;307;2;555;300;1;0
554;307;2;556;308;1;0
554;307;2;557;308;1;1
554 557;307 308;2 1;558;307;2;0
554 557;307 308;2 1;559;308;1;1
554 557 559;307 308 308;2 1 1;560;309;1;1
554 557 559 560;307 308 308 309;2 1 1 1;561;60;2;0
554 557 559 560;307 308 308 309;2 1 1 1;562;48;1;0
554 557 559 560;307 308 308 309;2 1 1 1;563;310;3;0
554 557 559 560;307 308 308 309;2 1 1 1;564;300;1;0
554 557 559 560;307 308 308 309;2 1 1 1;556;308;3;0
554 557 559 560;307 308 308 309;2 1 1 1;565;309;1;0
554 557 559 560;307 308 308 309;2 1 1 1;572;310;2;0
554 557 559 560;307 308 308 309;2 1 1 1;573;316;3;0
598;325;2;599;44;1;0
598;325;2;597;324;1;0
605;22;1;605;22;1;0
353;28;1;698;371;2;0
353;28;1;689;13;2;1
353 689;28 13;1 2;699;24;1;0
353 689;28 13;1 2;700;1;3;0
353 689;28 13;1 2;696;28;1;0
353 689;28 13;1 2;701;372;2;0
353 689;28 13;1 2;709;365;1;0
353 689;28 13;1 2;456;28;1;0
353 689;28 13;1 2;710;28;1;1
353 689 710;28 13 28;1 2 1;705;28;1;0
353 689 710;28 13 28;1 2 1;701;372;2;0
353 689 710;28 13 28;1 2 1;689;13;2;0
353 689 710;28 13 28;1 2 1;462;39;2;0
353 689 710;28 13 28;1 2 1;696;28;1;0
353 689 710;28 13 28;1 2 1;456;28;1;1
353 689 710 456;28 13 28 28;1 2 1 1;353;28;1;1
353 689 710 456 353;28 13 28 28 28;1 2 1 1 1;705;28;1;0
353 689 710 456 353;28 13 28 28 28;1 2 1 1 1;710;28;1;0
353 689 710 456 353;28 13 28 28 28;1 2 1 1 1;462;39;2;0
353 689 710 456 353;28 13 28 28 28;1 2 1 1 1;705;28;1;0
353 689 710 456 353;28 13 28 28 28;1 2 1 1 1;711;377;1;1
353 689 710 456 353 711;28 13 28 28 28 377;1 2 1 1 1 1;353;28;1;0
353 689 710 456 353 711;28 13 28 28 28 377;1 2 1 1 1 1;462;39;2;0
353 689 710 456 353 711;28 13 28 28 28 377;1 2 1 1 1 1;715;379;1;0
353 689 710 456 353 711;28 13 28 28 28 377;1 2 1 1 1 1;353;28;1;1
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;462;39;2;0
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;716;350;2;0
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;717;44;2;0
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;723;381;1;0
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;721;382;1;0
353 689 710 456 353 711 353;28 13 28 28 28 377 28;1 2 1 1 1 1 1;711;377;1;1
353 689 710 456 353 711 353 711;28 13 28 28 28 377 28 377;1 2 1 1 1 1 1 1;723;381;2;0
353 689 710 456 353 711 353 711;28 13 28 28 28 377 28 377;1 2 1 1 1 1 1 1;725;383;1;0
353 689 710 456 353 711 353 711;28 13 28 28 28 377 28 377;1 2 1 1 1 1 1 1;730;386;1;1
353 689 710 456 353 711 353 711 730;28 13 28 28 28 377 28 377 386;1 2 1 1 1 1 1 1 1;731;228;2;0
603;326;1;767;389;2;0
603;326;1;768;39;2;0
603;326;1;768;39;3;1
603 768;326 39;1 3;755;401;1;0
603 768;326 39;1 3;765;131;2;0
603 768;326 39;1 3;766;364;1;0
603 768;326 39;1 3;771;409;2;0
603 768;326 39;1 3;770;80;3;1
603 768 770;326 39 80;1 3 3;756;402;2;0
603 768 770;326 39 80;1 3 3;772;410;2;0
603 768 770;326 39 80;1 3 3;773;408;1;0
603 768 770;326 39 80;1 3 3;774;277;1;0
603 768 770;326 39 80;1 3 3;791;420;1;0
603 768 770;326 39 80;1 3 3;772;410;1;1
603 768 770 772;326 39 80 410;1 3 3 1;788;418;3;0
603 768 770 772;326 39 80 410;1 3 3 1;792;408;2;1
796;423;2;695;370;1;1
796 695;423 370;2 1;797;424;1;0
796 695;423 370;2 1;798;85;2;0
331;192;1;813;434;1;0
331;192;1;814;435;1;0
899;480;1;900;481;2;1
899 900;480 481;1 2;901;482;2;0
899 900;480 481;1 2;899;480;1;0
921;409;1;463;253;2;0
921;409;1;921;409;1;1
926;85;2;927;114;2;0
926;85;2;928;332;1;0
926;85;2;929;85;2;0
1053;28;1;1019;193;1;0
1120;291;2;547;45;1;0
1120;291;2;1119;17;2;0
1144;142;1;345;191;1;0
1144;142;1;62;44;1;0
1144;142;1;367;22;2;0
1144;142;1;626;17;3;0
1202;604;1;1205;17;3;1
1202 1205;604 17;1 3;1209;607;1;0
1202 1205;604 17;1 3;1210;608;2;1
1202 1205 1210;604 17 608;1 3 2;1211;604;1;0
1202 1205 1210;604 17 608;1 3 2;1212;22;2;0
1202 1205 1210;604 17 608;1 3 2;1200;409;2;0
1202 1205 1210;604 17 608;1 3 2;1174;413;1;0
1202 1205 1210;604 17 608;1 3 2;1214;17;1;1
1202 1205 1210 1214;604 17 608 17;1 3 2 1;1210;608;2;0
1202 1205 1210 1214;604 17 608 17;1 3 2 1;1215;166;1;1
1202 1205 1210 1214 1215;604 17 608 17 166;1 3 2 1 1;1174;413;1;1
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;1216;609;3;0
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;1217;610;3;0
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;930;269;2;0
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;856;17;2;0
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;1218;46;3;0
1202 1205 1210 1214 1215 1174;604 17 608 17 166 413;1 3 2 1 1 1;1212;22;1;1
1202 1205 1210 1214 1215 1174 1212;604 17 608 17 166 413 22;1 3 2 1 1 1 1;856;17;1;0
1202 1205 1210 1214 1215 1174 1212;604 17 608 17 166 413 22;1 3 2 1 1 1 1;1219;611;2;0
1202 1205 1210 1214 1215 1174 1212;604 17 608 17 166 413 22;1 3 2 1 1 1 1;1212;22;1;0
837;447;1;537;17;1;0
837;447;1;1226;614;1;1
837 1226;447 614;1 1;1227;44;1;0
837 1226;447 614;1 1;8;7;2;0
837 1226;447 614;1 1;1226;614;1;0
837 1226;447 614;1 1;1226;614;1;0
1270;627;1;495;17;1;1
1278;41;2;1049;545;1;0
1278;41;2;1278;41;1;0
1278;41;2;1279;193;2;0
1278;41;2;1280;101;1;0
1278;41;2;1278;41;2;1
